Bacteria,Temperature,Ocean,Season,Oxygen
183.2555204,63.58389813,Pacific,Spring,7.249875654
202.6580783,63.39131101,Pacific,Spring,10.7973537
192.5041074,57.47308811,Pacific,Spring,11.20604437
175.3969255,53.36135672,Pacific,Spring,9.673382009
212.3404197,69.54881883,Pacific,Spring,10.54553577
171.8921869,60.06677478,Pacific,Spring,5.05291838
162.0222497,55.7163836,Pacific,Spring,6.67674756
212.7804762,61.67819355,Pacific,Spring,11.98406231
187.0489401,59.86943598,Pacific,Spring,9.788770071
170.9363074,53.635157,Pacific,Spring,7.956703243
207.8328166,66.72406557,Pacific,Spring,11.1184643
187.3916511,56.1569087,Pacific,Spring,10.61662238
184.7421576,59.38465982,Pacific,Spring,9.435033213
179.2081979,59.96839951,Pacific,Spring,7.554965309
191.4418844,63.26913379,Pacific,Spring,8.791506936
197.5482044,64.71231529,Pacific,Spring,9.93787971
171.5808107,57.37868349,Pacific,Spring,8.343306669
189.9179988,54.26687653,Pacific,Spring,12.20100381
198.5528728,64.95130067,Pacific,Spring,9.771955033
229.5742804,68.14323203,Pacific,Spring,12.82155323
204.0598624,58.74360498,Pacific,Spring,12.13863434
213.4735189,67.32259367,Pacific,Spring,10.94930783
195.0706662,61.23220075,Pacific,Spring,10.78677733
240.8100856,64.38107172,Pacific,Spring,15.0962408
207.3385465,62.72189489,Pacific,Spring,11.64971567
211.6711002,64.04865517,Pacific,Spring,11.71941133
210.2649217,59.32658037,Pacific,Spring,12.47969969
211.4836355,65.33559786,Pacific,Spring,10.95739001
188.6325868,66.30228374,Pacific,Spring,7.99135098
202.5190434,62.26885192,Pacific,Spring,10.76678847
183.6078014,61.79207598,Pacific,Spring,8.881383882
206.5748838,66.18640795,Pacific,Spring,10.81192497
191.4203121,63.72010002,Pacific,Spring,9.061864458
200.2925756,66.37952764,Pacific,Spring,10.76488017
156.6832615,46.40321001,Pacific,Spring,9.41001428
166.810609,50.5157876,Pacific,Spring,9.17249453
181.3702409,54.30632265,Pacific,Spring,9.122653181
189.5478323,60.30373762,Pacific,Spring,9.982747817
215.403587,58.86822656,Pacific,Spring,13.44346264
180.2368202,58.37963347,Pacific,Spring,8.376350491
197.3341269,65.00101938,Pacific,Spring,10.4017338
217.7463445,63.87374449,Pacific,Spring,11.67513485
209.9185658,61.21147061,Pacific,Spring,12.53875498
189.26001,66.76840036,Pacific,Spring,6.661932772
192.2814106,55.22737744,Pacific,Spring,12.60016787
182.7519725,59.06393818,Pacific,Spring,8.659103469
191.4793771,62.41878159,Pacific,Spring,8.956084892
217.6363387,63.99019707,Pacific,Spring,12.56247502
169.5488545,55.10132332,Pacific,Spring,7.032693698
186.3826377,58.32982915,Pacific,Spring,9.960094387
146.3715996,51.58189461,Pacific,Spring,5.401432135
219.6005279,63.28547601,Pacific,Spring,12.39372713
177.6389569,55.14506888,Pacific,Spring,9.29812876
210.1643748,62.70588634,Pacific,Spring,11.36620248
237.3580276,71.34388171,Pacific,Spring,12.5699301
211.9827399,60.44048342,Pacific,Spring,12.47356776
194.6436012,61.06599482,Pacific,Spring,9.715589131
198.3749589,65.73537143,Pacific,Spring,9.879086804
187.7776956,60.91638802,Pacific,Spring,9.944420687
173.4823049,51.13931261,Pacific,Spring,10.017065
201.2581297,56.08309089,Pacific,Spring,12.24402577
243.2525173,61.02379184,Pacific,Spring,14.49793859
224.2021752,58.77030918,Pacific,Spring,14.47324639
182.7973832,57.48213438,Pacific,Summer,9.294065413
198.7289585,63.36525942,Pacific,Summer,10.50677587
211.0398846,71.26654146,Pacific,Summer,10.11917883
184.0268198,61.76049429,Pacific,Summer,7.246066115
197.0470309,57.74589898,Pacific,Summer,10.3985622
218.5826377,74.72678794,Pacific,Summer,9.442652272
215.0941626,62.10825854,Pacific,Summer,12.47110617
178.4169852,60.55339846,Pacific,Summer,8.059746799
212.179959,71.26435426,Pacific,Summer,9.387075327
183.0194213,55.9287865,Pacific,Summer,10.28318542
209.5337051,72.75831,Pacific,Summer,8.568655692
214.8792833,69.6463279,Pacific,Summer,11.03172131
205.3602713,71.34636361,Pacific,Summer,8.227736126
210.1700893,74.08531668,Pacific,Summer,8.98571702
208.734999,63.07012012,Pacific,Summer,11.9238464
226.8823352,70.08971948,Pacific,Summer,11.77878187
172.6943417,60.36672788,Pacific,Summer,7.056864538
173.4907778,56.30640211,Pacific,Summer,8.863969329
188.5026204,64.01921547,Pacific,Summer,7.814859769
220.8282094,68.05831673,Pacific,Summer,11.35673657
211.3690124,58.16140493,Pacific,Summer,13.43978373
206.4868975,74.29776941,Pacific,Summer,8.202513908
215.3325353,65.49118018,Pacific,Summer,11.87949025
195.8766616,67.11853171,Pacific,Summer,8.92120973
179.0007412,64.46014536,Pacific,Summer,7.812794611
200.2942169,66.9588114,Pacific,Summer,9.888225754
220.6200837,64.69223989,Pacific,Summer,12.1686927
208.0324678,65.69407178,Pacific,Summer,10.89079781
172.0052847,60.29061405,Pacific,Summer,7.322403728
168.1420378,60.34933297,Pacific,Summer,5.952835312
231.8349258,69.96648213,Pacific,Summer,12.59085533
229.1681437,67.39256448,Pacific,Summer,13.5694651
178.0550196,58.14497941,Pacific,Summer,8.113313436
206.4198352,68.85487011,Pacific,Summer,9.929559461
214.9098606,70.03924798,Pacific,Summer,10.26420129
216.7806791,68.17091596,Pacific,Summer,11.73629631
210.3678594,67.01947033,Pacific,Summer,10.3254024
185.9065778,64.90375434,Pacific,Summer,9.461974411
222.8583978,62.7543964,Pacific,Summer,13.10130341
191.2494437,62.874937,Pacific,Summer,10.25311364
192.5249913,65.06710086,Pacific,Summer,8.959318496
227.9084549,70.38118035,Pacific,Summer,11.58522891
199.0310211,58.49040126,Pacific,Summer,11.78966735
206.3008024,64.66257366,Pacific,Summer,10.94908268
195.5011432,67.56249055,Pacific,Summer,8.412552716
219.8087424,75.29098347,Pacific,Summer,9.712536846
227.3757485,69.37352443,Pacific,Summer,12.86909178
183.3442026,61.96666538,Pacific,Summer,7.714928707
181.986353,58.20060856,Pacific,Summer,9.159438674
176.8899567,61.5054424,Pacific,Summer,9.506727172
196.2923812,64.2409749,Pacific,Summer,9.442289831
195.5633553,65.62925186,Pacific,Summer,9.563034093
194.3142498,65.55040272,Pacific,Summer,8.990549532
202.3841553,67.91357601,Pacific,Summer,9.780204072
237.810422,72.6708375,Pacific,Summer,12.7793775
198.0599719,61.95896692,Pacific,Summer,9.905281775
212.5130379,69.97541877,Pacific,Summer,10.29646683
198.5421886,64.55737275,Pacific,Summer,9.700543559
179.4256482,61.91876028,Pacific,Summer,7.648667311
193.6569143,62.02226907,Pacific,Summer,9.860522049
189.5463039,62.38331869,Pacific,Summer,9.996921689
181.0771393,51.9681632,Pacific,Summer,11.31958553
225.846128,67.03702031,Pacific,Summer,12.40961244
194.4556675,62.85430095,Pacific,Summer,10.76603814
227.9002273,72.4339484,Pacific,Summer,12.19546279
203.1293909,55.77620684,Pacific,Summer,12.46965898
189.28371,60.7543202,Pacific,Summer,9.954889846
178.9977279,60.02832958,Pacific,Summer,8.53139007
196.0768774,60.5321573,Pacific,Summer,10.41620006
177.318068,55.52210465,Pacific,Fall,9.024553226
196.9646445,61.66081558,Pacific,Fall,10.23277846
159.9004704,56.6600726,Pacific,Fall,7.358036639
197.5611708,66.06796693,Pacific,Fall,9.870499568
215.3562887,75.68179364,Pacific,Fall,9.191369675
204.916242,52.85708061,Pacific,Fall,13.38310261
191.9730226,54.19164147,Pacific,Fall,12.18014023
171.9776484,59.79579503,Pacific,Fall,7.940523036
206.4969841,57.03183929,Pacific,Fall,13.13747213
170.7335883,54.69577001,Pacific,Fall,8.344390627
177.6770403,55.32106973,Pacific,Fall,10.47643626
207.1396114,63.30612823,Pacific,Fall,10.85620438
187.0631521,60.88931545,Pacific,Fall,8.792472492
206.3596879,54.93063982,Pacific,Fall,11.82911199
222.9833167,62.33492661,Pacific,Fall,13.24309164
208.238519,70.28797632,Pacific,Fall,10.19527767
181.8680409,54.68725873,Pacific,Fall,10.35704294
179.0377767,47.82507002,Pacific,Fall,12.07435936
170.6346092,60.2168437,Pacific,Fall,7.675692825
182.2695744,50.47747036,Pacific,Fall,10.23185149
187.7405136,59.07567958,Pacific,Fall,9.890980006
172.6000487,61.37125284,Pacific,Fall,7.569723416
167.7913022,57.7180011,Pacific,Fall,6.151653357
161.8420049,48.60231717,Pacific,Fall,9.857485812
197.7511204,62.57014741,Pacific,Fall,10.99683553
209.3058761,68.03501339,Pacific,Fall,9.920166975
167.5386765,54.94880844,Pacific,Fall,6.809542294
192.6837138,57.64006121,Pacific,Fall,11.04321833
192.974199,62.42726853,Pacific,Fall,8.703762852
198.5195158,54.4521745,Pacific,Fall,12.66226188
215.227135,59.13460294,Pacific,Fall,12.53714919
167.9460839,58.23481689,Pacific,Fall,8.104419353
216.5096012,62.0387368,Pacific,Fall,12.38919954
194.8386718,66.83832039,Pacific,Fall,9.128719869
171.1301115,61.08242096,Pacific,Fall,5.363946066
205.1369256,58.69694271,Pacific,Fall,12.08293448
202.3289725,61.12999597,Pacific,Fall,10.76499363
176.0983684,60.94896807,Pacific,Fall,7.593862721
178.186619,57.66944615,Pacific,Fall,8.875237845
227.2739355,62.65504673,Pacific,Fall,13.82205862
186.8581861,60.48558527,Pacific,Fall,10.11780249
179.3989526,59.2877659,Pacific,Fall,8.031689329
185.3860767,59.55134499,Pacific,Fall,9.218697205
198.2435108,62.17548739,Pacific,Fall,10.19757247
176.3494402,68.11129714,Pacific,Fall,5.521091076
184.5328544,60.26056163,Pacific,Fall,10.32750646
209.6288515,64.00891774,Pacific,Fall,12.34518889
196.2006727,55.21166532,Pacific,Fall,11.40679631
201.0855249,62.18368925,Pacific,Fall,10.2884431
208.4253175,67.58102956,Pacific,Fall,10.41367646
206.8172907,59.90944249,Pacific,Fall,12.0431131
138.6881249,41.95431323,Indian,Winter,8.005972118
172.5229565,47.99365567,Indian,Winter,11.08317023
158.7021512,53.65862974,Indian,Winter,7.482261709
158.4763812,47.62065092,Indian,Winter,9.26464723
195.4921545,51.76384506,Indian,Winter,13.00333946
156.8310053,48.49984969,Indian,Winter,9.023257914
193.9218968,56.18507359,Indian,Winter,12.33780417
155.9205991,46.97268212,Indian,Winter,9.412433837
191.333319,46.76983166,Indian,Winter,12.81575219
203.8620674,51.91440189,Indian,Winter,13.34283608
185.4644311,49.27765823,Indian,Winter,11.11910188
159.0826898,53.81041769,Indian,Winter,6.895003224
156.1087967,43.23473921,Indian,Winter,9.964393251
163.1295706,44.99465933,Indian,Winter,9.894233626
180.7863444,57.07960575,Indian,Winter,9.666798335
143.3662553,42.33583818,Indian,Winter,7.932706885
187.5588907,51.9404506,Indian,Winter,12.13600147
163.9322551,51.99205428,Indian,Winter,8.373296921
175.2020266,51.33695769,Indian,Winter,9.354647424
199.9367295,49.35801308,Indian,Winter,13.26366301
169.3537856,49.32898718,Indian,Winter,10.73533218
170.5656358,46.06132173,Indian,Winter,10.98678876
189.9766719,56.33968166,Indian,Winter,11.43017603
173.4280111,47.33628064,Indian,Winter,10.96173169
158.7078757,46.79306773,Indian,Winter,9.070210478
168.1955826,52.95036476,Indian,Winter,9.001786774
206.9720948,54.09302688,Indian,Winter,14.34765212
181.6719949,52.43320158,Indian,Winter,10.64325601
155.7138618,50.61703389,Indian,Winter,7.99691778
187.7569301,52.48922625,Indian,Winter,11.57823993
189.3314296,47.04396079,Indian,Winter,13.60550627
169.1584919,55.5570692,Indian,Winter,8.339930561
187.1942784,57.1202426,Indian,Winter,9.998011033
162.4714517,44.76566603,Indian,Winter,10.10824216
194.713807,50.24278928,Indian,Winter,12.02085365
169.7957323,52.69767869,Indian,Winter,9.469367693
171.5029646,51.40877043,Indian,Winter,9.397127933
172.7755165,49.71475341,Indian,Winter,9.810025249
165.2577234,52.9856206,Indian,Winter,8.795487027
160.8597696,46.20361003,Indian,Winter,9.718757124
180.344048,51.45559417,Indian,Winter,11.66049255
146.9429495,44.77709184,Indian,Winter,7.298088634
155.1700316,45.55247244,Indian,Winter,9.241971553
156.9207882,44.88436028,Indian,Winter,9.402750008
165.5362686,53.18216198,Indian,Winter,9.102071013
146.2384469,46.83074305,Indian,Winter,7.380795035
163.7851058,55.80488032,Indian,Winter,6.815466248
171.7415004,46.68823552,Indian,Winter,10.77072537
151.6242401,47.23466975,Indian,Winter,8.486101373
143.7202851,46.49256154,Indian,Winter,6.573563162
155.0428249,53.11869926,Indian,Winter,7.493243858
138.4212525,42.29204826,Indian,Winter,8.128426326
193.2465182,47.47190978,Indian,Winter,14.17452715
207.2706498,51.57401358,Indian,Winter,13.90877362
203.2487325,60.3898662,Indian,Winter,11.46943511
164.8276542,46.82788774,Indian,Winter,9.705679743
159.5963402,50.47678226,Indian,Winter,8.091267432
175.3755066,51.26161361,Indian,Winter,10.54620945
170.7172624,52.35676629,Indian,Winter,9.949072185
186.617353,53.71487586,Indian,Winter,11.68236479
189.282839,52.54787282,Indian,Winter,12.06268452
146.7236495,41.48083789,Indian,Winter,8.965304084
167.9095304,55.38662961,Indian,Winter,8.2482678
160.0856571,42.04522975,Indian,Winter,11.13237278
147.8255737,44.43399398,Indian,Winter,8.640041453
159.2266657,49.6491174,Indian,Winter,7.869502529
162.8103727,49.51471774,Indian,Winter,8.480286421
182.6632141,60.08465903,Indian,Winter,8.528053204
183.4783654,51.56675548,Indian,Winter,11.0501802
197.2033115,50.21517401,Indian,Winter,13.78056066
193.6569927,72.38622977,Indian,Spring,7.720408267
187.6667301,59.38200718,Indian,Spring,9.269574762
179.0517152,58.53994511,Indian,Spring,8.667899174
195.7389524,61.33056204,Indian,Spring,10.76860716
199.2219627,59.83493655,Indian,Spring,11.07097746
204.6360982,67.7049816,Indian,Spring,10.36415374
200.0307159,66.83659481,Indian,Spring,9.063810747
178.3986911,52.41128007,Indian,Spring,10.68276694
175.213562,52.2136765,Indian,Spring,9.853700126
222.1853405,67.56738731,Indian,Spring,12.6396287
186.4379798,62.86446419,Indian,Spring,7.833047658
206.6153796,64.76158422,Indian,Spring,10.42792027
186.0175002,65.3401741,Indian,Spring,7.857944253
221.1158804,61.92285004,Indian,Spring,12.88453704
191.7386896,60.92683631,Indian,Spring,10.00471976
203.9292618,55.80384945,Indian,Spring,12.5970402
192.5474277,60.89161002,Indian,Spring,10.21993126
212.0367997,61.15089209,Indian,Spring,11.84066374
184.1064087,64.22785509,Indian,Spring,7.46523532
181.9590746,54.84231474,Indian,Spring,10.9540011
202.1764123,64.45006141,Indian,Spring,10.85883487
172.9964161,52.5167813,Indian,Spring,9.817219018
200.6985318,57.70679686,Indian,Spring,12.18668713
181.2052895,61.40646155,Indian,Spring,6.347098507
203.8661283,61.61709682,Indian,Spring,11.04444692
203.4672184,68.59224353,Indian,Spring,9.380219151
194.2920993,60.46393403,Indian,Spring,11.46833757
205.6646504,65.66294473,Indian,Spring,9.611949971
175.3562336,57.13062173,Indian,Spring,8.553676747
180.236772,55.25652871,Indian,Spring,10.12725515
183.1845791,54.26386736,Indian,Spring,10.54505161
201.1184553,66.51181244,Indian,Spring,11.13496986
193.8643557,53.12718603,Indian,Spring,11.74363975
188.5310175,60.48519618,Indian,Spring,9.249747714
188.3762771,65.7510261,Indian,Spring,7.851516183
185.3622218,62.17852263,Indian,Spring,8.841178661
202.2094159,55.44452768,Indian,Spring,12.92487999
166.5040066,54.94960731,Indian,Spring,7.324525077
207.9943555,75.34893708,Indian,Spring,8.618127611
180.5929418,61.38300341,Indian,Spring,7.569911987
219.4797071,57.42112801,Indian,Spring,14.04949473
193.5550494,65.74500079,Indian,Spring,6.076615015
203.4669872,59.16489521,Indian,Spring,11.47649172
206.8168356,71.76516568,Indian,Spring,9.501769781
159.0880764,54.36651855,Indian,Spring,7.207982263
185.3183668,56.17956722,Indian,Spring,10.00915565
176.6937673,52.28335954,Indian,Spring,10.11202558
194.7885362,62.96584874,Indian,Spring,9.330205913
173.0253453,55.46358173,Indian,Spring,9.371373421
177.80166,57.40623999,Indian,Spring,9.89195059
229.2262197,65.62005822,Indian,Spring,13.80627867
214.7500173,58.83684598,Indian,Spring,13.48590655
172.0038758,52.8133593,Indian,Spring,9.629050399
186.1376107,63.8610711,Indian,Spring,8.401110251
188.256785,60.96805184,Indian,Spring,9.416099266
230.313994,70.15726297,Indian,Spring,13.23115568
184.120533,62.05768995,Indian,Spring,6.726288469
214.3237272,62.12488056,Indian,Spring,12.94198369
183.3307638,57.52617122,Indian,Spring,10.37519263
249.4137637,62.517966,Indian,Spring,16.19004728
190.9862419,60.73831714,Indian,Spring,9.281944325
196.410326,64.97721013,Indian,Spring,8.870935779
188.0974848,57.49614426,Indian,Spring,10.59804688
184.3065498,55.08684866,Indian,Spring,10.34778199
199.3609336,66.60449504,Indian,Spring,9.196134477
190.9389236,55.29663541,Indian,Spring,11.35141525
183.5387467,61.97983076,Indian,Spring,9.008776809
194.2958791,63.07463947,Indian,Spring,10.27895155
227.053603,63.06709219,Indian,Spring,13.84330603
220.0573632,62.85515169,Indian,Spring,12.77457993
223.836238,56.3058306,Indian,Spring,14.94636176
208.6497097,64.70898858,Indian,Spring,10.18132815
177.247358,51.66283197,Indian,Spring,10.56831117
197.1892825,56.99713089,Indian,Spring,11.94962168
192.5139807,59.52236999,Indian,Spring,11.19663663
210.1015905,69.3711532,Indian,Spring,10.64475096
214.2451069,62.54525176,Indian,Spring,11.08236741
214.2424658,62.92589136,Indian,Spring,12.70141463
220.6283484,67.06294769,Indian,Spring,11.26721369
205.1498816,57.04911658,Indian,Spring,12.12300986
217.4490519,58.81604076,Indian,Spring,14.15254858
187.1523729,54.73549322,Indian,Spring,10.45500623
203.1526282,70.40362744,Indian,Spring,8.359234711
208.9013259,66.50344528,Indian,Spring,10.54552738
143.0507534,46.62577669,Indian,Spring,8.197706346
201.0799767,61.894607,Indian,Spring,10.35919296
191.8472572,66.06964866,Indian,Spring,8.300642715
196.8232301,60.4072791,Indian,Spring,11.16691801
226.3933042,61.73991453,Indian,Spring,14.03049085
163.8354097,58.18158255,Indian,Spring,7.600929727
213.1812792,61.80381511,Indian,Spring,12.31166217
155.9318591,54.80842984,Indian,Spring,7.450992166
183.2302625,60.72861839,Indian,Summer,8.481627046
204.4893112,61.01615471,Indian,Summer,11.41145345
213.1053834,69.01935679,Indian,Summer,11.52352446
167.4435609,58.75460975,Indian,Summer,7.87642898
185.0591671,69.40109393,Indian,Summer,6.40179525
191.5889774,61.74681879,Indian,Summer,8.295392627
207.3453245,68.21406996,Indian,Summer,10.05089065
199.7944516,61.04033762,Indian,Summer,11.19610799
229.8724402,68.92665626,Indian,Summer,12.55223228
198.5613366,57.76052698,Indian,Summer,11.28460551
237.3170544,69.08720349,Indian,Summer,13.87438214
186.8312792,58.3214835,Indian,Summer,9.943394813
198.9474305,63.93840385,Indian,Summer,9.636061596
192.7647276,65.4023476,Indian,Summer,8.143544923
197.6879298,57.14625092,Indian,Summer,11.53996418
218.1472089,71.38383126,Indian,Summer,10.86486978
289.1153648,77.73077588,Indian,Summer,16.61404449
186.9695604,58.69645901,Indian,Summer,10.56543308
210.304432,63.59986448,Indian,Summer,11.69029563
210.8647162,62.56413012,Indian,Summer,12.25156939
172.9846974,58.74179603,Indian,Summer,8.510348867
191.8934831,59.37743929,Indian,Summer,11.57786447
219.8204545,73.25806117,Indian,Summer,10.13261179
202.607077,69.40260614,Indian,Summer,8.849801054
176.7599911,63.80200801,Indian,Summer,6.0947552
200.890406,61.02659057,Indian,Summer,11.81155052
190.7092842,58.09919836,Indian,Summer,9.786541839
195.9487332,65.72301759,Indian,Summer,7.956383793
204.4280173,64.75842405,Indian,Summer,10.34433862
182.4496274,61.96653099,Indian,Summer,8.997237383
178.8089273,57.18629738,Indian,Summer,8.34488613
219.940459,61.67719644,Indian,Summer,12.97813773
197.6677694,63.75196455,Indian,Summer,10.03183652
166.2581041,60.73131471,Indian,Summer,5.93984211
182.5524725,63.60506684,Indian,Summer,7.767974976
187.3049507,69.67721746,Indian,Summer,7.041417415
177.9644829,58.75709642,Indian,Summer,8.314140498
206.0680154,68.35619217,Indian,Summer,10.12011981
198.3191583,61.16532067,Indian,Summer,10.22614246
186.2341173,64.79331662,Indian,Summer,7.021945751
213.9770734,60.20473816,Indian,Summer,13.15852916
201.3075725,65.92386959,Indian,Summer,10.59402826
189.8127045,61.25087533,Indian,Summer,9.788617749
207.551222,66.73315274,Indian,Summer,11.02430441
164.7214798,58.28167404,Indian,Summer,6.609215806
196.9747471,62.84948016,Indian,Summer,10.75366143
197.319201,63.61653585,Indian,Summer,10.14031077
204.8673693,63.28758675,Indian,Summer,9.918543669
188.7559055,60.42902312,Indian,Summer,8.98396028
193.9245613,62.50126188,Indian,Summer,8.596087602
215.2942945,63.99031772,Indian,Summer,11.66917552
200.7998704,68.54663457,Indian,Summer,8.761526158
238.6741017,65.51837056,Indian,Summer,14.74894768
193.0896963,72.13900965,Indian,Summer,6.122442851
177.7920105,58.81366703,Indian,Summer,8.430677953
223.8592461,70.75082988,Indian,Summer,11.88814105
180.628953,68.19268682,Indian,Summer,7.344294523
173.1833209,58.19776566,Indian,Summer,8.510132875
213.3122396,60.95480679,Indian,Summer,11.7181732
225.3762044,70.79796774,Indian,Summer,11.97970871
214.0624123,64.15253343,Indian,Summer,12.03671498
198.4039606,66.97129979,Indian,Summer,8.872641883
210.5209519,63.09257406,Indian,Summer,12.67276912
217.1590392,69.41610725,Indian,Summer,11.78031119
217.6945989,71.72191266,Indian,Summer,10.55098468
195.4504365,63.24036653,Indian,Summer,10.4572009
196.4108758,61.09567396,Indian,Summer,10.15422349
192.0957279,60.00065645,Indian,Summer,10.63359529
175.6275739,58.31195373,Indian,Summer,7.885116724
198.4449112,59.51795799,Indian,Fall,10.61485474
189.9924412,60.34760172,Indian,Fall,9.938458691
180.1460949,57.82435038,Indian,Fall,9.021152336
203.8406556,51.38417945,Indian,Fall,13.39840227
215.1110386,65.91016521,Indian,Fall,11.70608233
208.9693055,61.42536224,Indian,Fall,12.47170666
181.6371893,47.17469544,Indian,Fall,12.29065041
169.1919552,57.35669964,Indian,Fall,8.696932319
182.6963585,66.29518577,Indian,Fall,6.613859927
187.127025,53.93343513,Indian,Fall,11.86453025
226.2389621,62.65608733,Indian,Fall,13.27918827
182.1326663,70.93433673,Indian,Fall,5.321015689
204.6759377,68.4950754,Indian,Fall,9.212708241
237.831709,62.87558891,Indian,Fall,15.26134016
